Data from Daily Inventory of Electricity Consumption,,,,,,,,,,,,,,,,,,,,,
Date,Main Meter – Meralco (kW),SteerHub (kWh),CEAFA (kWh),Automotive (kWh),CET (kWh),RGR (kWh),SSC (kWh),GYM (kWh),,,,,,,,,,,,,
"June 06, 2024",27.8,118.905,1534.973,37.148,0.185,0.383,34.775,0.245,,,,,,,,,,,,,
"June 07, 2024",25.6,132.394,1335.925,21.167,0.279,0.839,26.144,0.718,,,,,,,,,,,,,
"June 08, 2024",28.7,109.544,1108.525,39.236,0.219,0.145,82.706,0.777,,,,,,,,,,,,,
"June 09, 2024",23.1,21.563,1052.942,46.497,0.183,0.506,70.832,0.673,,,,,,,,,,,,,
"June 10, 2024",20.3,72.234,1316.071,24.74,0.826,0.062,64.112,0.614,,,,,,,,,,,,,
"June 11, 2024",15.5,102.834,1199.975,31.555,0.286,0.071,34.077,0.892,,,,,,,,,,,,,
"June 12, 2024",28.3,34.059,668.5,35.913,0.927,0.574,24.724,0.079,,,,,,,,,,,,,
"June 13, 2024",26.7,76.1,1163.753,56.781,0.97,0.566,70.516,0.331,,,,,,,,,,,,,
"June 14, 2024",6.1,25.312,1487.044,59.73,0.571,0.878,47.933,0.248,,,,,,,,,,,,,
"June 15, 2024",5.7,32.573,1105.164,21.796,0.143,0.558,28.063,0.988,,,,,,,,,,,,,
"June 16, 2024",14.4,83.508,657.152,50.44,0.375,0.96,59.33,0.389,,,,,,,,,,,,,
"June 17, 2024",25.3,41.235,1464.906,34.869,0.798,0.049,13.227,0.733,,,,,,,,,,,,,
"June 18, 2024",29.7,110.807,821.5,35.698,0.367,0.098,36.094,0.685,,,,,,,,,,,,,
"June 19, 2024",8.8,130.314,884.483,50.171,0.087,0.044,47.485,0.212,,,,,,,,,,,,,
"June 20, 2024",19.9,148.094,781.177,56.737,0.557,0.185,21.837,0.239,,,,,,,,,,,,,
"June 21, 2024",14.5,52.024,963.237,58.037,0.845,0.541,88.772,0.281,,,,,,,,,,,,,
"June 22, 2024",29.2,46.797,1432.427,43.085,0.796,0.646,26.728,0.411,,,,,,,,,,,,,
"June 23, 2024",26.1,36.731,1171.324,34.285,0.175,0.046,20.428,0.234,,,,,,,,,,,,,
"June 24, 2024",26,121.829,825.369,51.502,0.673,0.946,26.283,0.02,,,,,,,,,,,,,
"June 25, 2024",16.7,133.036,1565.613,30.04,0.221,0.842,71.525,0.879,,,,,,,,,,,,,
"June 26, 2024",15.4,25.054,1567.54,42.563,0.218,0.297,44.04,0.966,,,,,,,,,,,,,
"June 27, 2024",11.8,169.794,1557.636,34.343,0.874,0.077,55.233,0.342,,,,,,,,,,,,,
"June 28, 2024",6.4,28.315,862.676,46.265,0.25,0.17,11.681,0.339,,,,,,,,,,,,,
"June 29, 2024",26.6,106.607,1096.363,29.616,0.263,0.127,12.755,0.007,,,,,,,,,,,,,
"June 30, 2024",25.3,133.45,1683.489,27.664,0.001,0.123,45.666,0.68,,,,,,,,,,,,,
"July 01, 2024",30,159.355,1449.214,56.73,0.871,0.519,75.332,0.825,,,,,,,,,,,,,
"July 02, 2024",29.9,134.254,629.884,24.072,0.793,0.246,80.819,0.147,,,,,,,,,,,,,
"July 03, 2024",18.9,148.276,671.725,40.238,0.627,0.358,16.937,0.16,,,,,,,,,,,,,
"July 04, 2024",24.2,74.312,1110.325,28.834,0.75,0.99,53.069,0.79,,,,,,,,,,,,,
"July 05, 2024",28.6,150.372,1600.142,21.557,0.152,0.684,83.058,0.616,,,,,,,,,,,,,
"July 06, 2024",26.2,32.818,1192.572,21.441,0.458,0.949,41.038,0.045,,,,,,,,,,,,,
"July 07, 2024",11.2,163.171,1147.594,27.009,0.351,0.143,76.365,0.623,,,,,,,,,,,,,
"July 08, 2024",16.3,107.615,716.021,54.671,0.094,0.382,20.696,0.309,,,,,,,,,,,,,
"July 09, 2024",8.2,150.768,1322.458,31.299,0.486,0.555,84.832,0.369,,,,,,,,,,,,,
"July 10, 2024",28.9,92.371,1504.313,58.018,0.921,0.077,70.114,0.77,,,,,,,,,,,,,
"July 11, 2024",20.2,122.972,1018.462,43.265,0.04,0.004,85.307,0.811,,,,,,,,,,,,,
"July 12, 2024",10.7,104.224,1453.173,37.465,0.291,0.67,64.129,0.4,,,,,,,,,,,,,
"July 13, 2024",21.8,137.054,1660.924,43.204,0.208,0.642,39.072,0.947,,,,,,,,,,,,,
"July 14, 2024",20.5,33.061,824.143,40.668,0.238,0.411,85.054,0.406,,,,,,,,,,,,,
"July 15, 2024",14,29.656,1175.663,50.351,0.908,0.49,32.045,0.772,,,,,,,,,,,,,
"July 16, 2024",7.8,59.537,915.852,31.3,0.468,0.415,36.574,0.484,,,,,,,,,,,,,
"July 17, 2024",21.8,45.527,1472.14,34.122,0.466,0.024,66.065,0.898,,,,,,,,,,,,,
"July 18, 2024",18,159.485,1235.353,55.764,0.761,0.335,71.225,0.908,,,,,,,,,,,,,
"July 19, 2024",24.3,55.074,1298.041,57.858,0.154,0.177,84.352,0.087,,,,,,,,,,,,,
"July 20, 2024",18,176.138,1477.706,55.702,0.487,0.098,26.384,0.936,,,,,,,,,,,,,
"July 21, 2024",26.3,73.903,1035.568,36.778,0.43,0.957,73.84,0.826,,,,,,,,,,,,,
"July 22, 2024",18.8,49.139,1606.599,51.215,0.597,0.599,69.084,0.791,,,,,,,,,,,,,
"July 23, 2024",19,146.352,1186.332,39.053,1,0.729,15.104,0.201,,,,,,,,,,,,,
"July 24, 2024",26.9,125.393,773.75,39.902,0.769,0.315,40.978,0.805,,,,,,,,,,,,,
"July 25, 2024",15.1,99.711,1365.489,28.187,0.398,0.393,32.621,0.85,,,,,,,,,,,,,
"July 26, 2024",8.4,108.858,1472.587,43.645,0.828,0.237,34.359,0.289,,,,,,,,,,,,,
"July 27, 2024",5.7,135.072,948.438,27.445,0.171,0.097,88.636,0.952,,,,,,,,,,,,,
"July 28, 2024",23.9,56.553,1542.897,33.263,0.03,0.179,61.422,0.05,,,,,,,,,,,,,
"July 29, 2024",20.5,179.413,1596.758,54.201,0.204,0.798,67.414,0.15,,,,,,,,,,,,,
"July 30, 2024",22.6,175.967,904.595,28.283,0.34,0.678,88.129,0.538,,,,,,,,,,,,,
"July 31, 2024",10.3,124.052,1681.874,22.846,0.511,0.547,40.176,0.576,,,,,,,,,,,,,
"August 01, 2024",8.4,51.927,754.783,22.76,0.615,0.475,74.147,0.645,,,,,,,,,,,,,
"August 02, 2024",5.4,128.837,822.217,57.631,0.911,0.922,44.762,0.017,,,,,,,,,,,,,
"August 03, 2024",13.8,31.552,802.647,40.277,0.51,0.073,79.563,0.96,,,,,,,,,,,,,
"August 04, 2024",19.7,24.904,1583.389,36.376,0.501,0.281,24.453,0.045,,,,,,,,,,,,,
"August 05, 2024",14.8,61.229,1319.722,52.435,0.05,0.35,85.815,0.143,,,,,,,,,,,,,
"August 06, 2024",15.9,94.02,767.315,53.433,0.035,0.782,27.502,0.014,,,,,,,,,,,,,
"August 07, 2024",27.6,158.924,1084.356,33.288,0.551,0.993,36.098,0.567,,,,,,,,,,,,,
"August 08, 2024",13.7,136.347,1276.828,47.745,0.438,0.241,70.495,0.932,,,,,,,,,,,,,
"August 09, 2024",17.8,138.833,691.81,50.845,0.839,0.874,41.5,0.666,,,,,,,,,,,,,
"August 10, 2024",24.6,88.079,1570.658,46.186,0.161,0.831,58.657,0.823,,,,,,,,,,,,,
"August 11, 2024",14.9,75.35,1483.964,26.064,0.025,0.225,45.566,0.013,,,,,,,,,,,,,
"August 12, 2024",20.6,79.366,1155.727,55.035,0.449,0.399,69.39,0.542,,,,,,,,,,,,,
"August 13, 2024",26.6,178.024,1663.839,41.564,0.237,0.41,28.267,0.46,,,,,,,,,,,,,
"August 14, 2024",28.7,26.417,1059.537,31.299,0.05,0.978,14.677,0.499,,,,,,,,,,,,,
"August 15, 2024",8.7,158.725,1682.521,37.009,0.725,0.181,33.994,0.072,,,,,,,,,,,,,
"August 16, 2024",28.2,112.588,1334.712,21.503,0.112,0.799,47.945,0.684,,,,,,,,,,,,,
"August 17, 2024",17.3,90.178,1298.138,25.115,0.608,0.334,23.442,0.503,,,,,,,,,,,,,
"August 18, 2024",11.5,136.041,782.55,50.622,0.281,0.731,38.384,0.765,,,,,,,,,,,,,
"August 19, 2024",16.5,97.867,1570.121,20,0.173,0.42,41.999,0.485,,,,,,,,,,,,,
"August 20, 2024",29.5,159.748,1070.239,36.663,0.38,0.578,14.591,0.149,,,,,,,,,,,,,
"August 21, 2024",17.3,164.112,778.457,40.9,0.801,0.833,56.665,0.648,,,,,,,,,,,,,
"August 22, 2024",13.2,87.475,613.868,22.185,0.392,0.804,80.747,0.172,,,,,,,,,,,,,
"August 23, 2024",20.8,64.292,1215.731,58.923,0.751,0.866,22.139,0.872,,,,,,,,,,,,,
"August 24, 2024",11,114.776,1180.14,29.045,0.125,0.06,57.825,0.613,,,,,,,,,,,,,
"August 25, 2024",6.9,165.978,1391.289,32.168,0.773,0.692,63.179,0.157,,,,,,,,,,,,,
"August 26, 2024",8.2,53.706,1579.284,32.158,0.237,0.14,43.547,0.962,,,,,,,,,,,,,
"August 27, 2024",8.2,119.675,687.347,29.217,0.677,0.416,66.088,0.518,,,,,,,,,,,,,
"August 28, 2024",8.8,121.05,1404.646,20.059,0.566,0.549,42.859,0.073,,,,,,,,,,,,,
"August 29, 2024",8.5,137.298,806.153,49.174,0.929,0.403,50.371,0.627,,,,,,,,,,,,,
"August 30, 2024",21,41.051,1543.995,58.674,0.387,0.52,10.588,0.253,,,,,,,,,,,,,
"August 31, 2024",9.5,134.532,1500.97,28.972,0.066,0.997,65.338,0.804,,,,,,,,,,,,,
"September 01, 2024",13.6,165.445,1194.873,46.522,0.019,0.135,62.907,0.818,,,,,,,,,,,,,
"September 02, 2024",27.4,48.749,1381.267,49.676,0.827,0.675,13.072,0.979,,,,,,,,,,,,,
"September 03, 2024",16.8,58.007,945.785,53.937,0.525,0.396,39.46,0.502,,,,,,,,,,,,,
"September 04, 2024",21.7,175.423,1118.285,36.905,0.775,0.133,88.323,0.455,,,,,,,,,,,,,
"September 05, 2024",9.3,48.956,1503.801,32.117,0.234,0.159,43.659,0.753,,,,,,,,,,,,,
"September 06, 2024",9.8,156.702,1105.192,33.012,0.345,0.949,50.156,0.132,,,,,,,,,,,,,
"September 07, 2024",6,98.764,993.578,48.505,0.03,0.88,82.794,0.547,,,,,,,,,,,,,
"September 08, 2024",9.2,59.557,1143.634,52.671,0.961,0.907,67.381,0.546,,,,,,,,,,,,,
"September 09, 2024",12,159.32,1511.074,27.265,0.668,0.992,56.566,0.089,,,,,,,,,,,,,
"September 10, 2024",9.4,91.249,968.729,34.838,0.933,0.208,73.824,0.418,,,,,,,,,,,,,
"September 11, 2024",7.2,102.371,791.138,56.078,0.265,0.355,79.149,0.853,,,,,,,,,,,,,
"September 12, 2024",8,77.477,1383.215,52.268,0.611,0.669,46.551,0.856,,,,,,,,,,,,,
"September 13, 2024",16.5,114.872,1508.576,59.394,0.678,0.484,48.009,0.099,,,,,,,,,,,,,
"September 14, 2024",10.2,46.164,710.701,50.17,0.318,0.418,40.884,0.091,,,,,,,,,,,,,
"September 15, 2024",14.1,82.573,863.862,35.728,0.848,0.358,87.336,0.263,,,,,,,,,,,,,
"September 16, 2024",17.6,175.106,756.169,43.626,0.947,0.594,65.773,0.875,,,,,,,,,,,,,
"September 17, 2024",22.3,61.301,982.736,46.441,0.885,0.576,16.658,0.129,,,,,,,,,,,,,
"September 18, 2024",6,125.078,1095.386,23.138,0.739,0.161,79.037,0.72,,,,,,,,,,,,,
"September 19, 2024",25,72.03,1423.709,41.78,0.277,0.472,48.445,0.101,,,,,,,,,,,,,
"September 20, 2024",20.7,143.756,1316.262,48.373,0.282,0.553,15.5,0.623,,,,,,,,,,,,,
"September 21, 2024",7,40.94,1283.021,26.693,0.963,0.57,53.977,0.356,,,,,,,,,,,,,
"September 22, 2024",26.8,175.171,987.612,51.225,0.01,0.21,43.373,0.789,,,,,,,,,,,,,
"September 23, 2024",28,92.606,1525.592,43.351,0.716,0.742,80.22,0.234,,,,,,,,,,,,,
"September 24, 2024",6.5,57.768,1118.416,58.089,0.706,0.025,26.32,0.639,,,,,,,,,,,,,
"September 25, 2024",11.9,31.759,1677.015,21.697,0.623,0.355,76.117,0.236,,,,,,,,,,,,,
"September 26, 2024",25.2,47.161,1297.556,30.613,0.99,0.78,54.615,0.714,,,,,,,,,,,,,
"September 27, 2024",23.7,103.164,738.891,44.062,0.312,0.564,14.369,0.874,,,,,,,,,,,,,
"September 28, 2024",9.6,73.921,1343.795,31.862,0.34,0.261,87.748,0.127,,,,,,,,,,,,,
"September 29, 2024",10.2,152.621,957.614,48.577,0.079,0.695,51.009,0.867,,,,,,,,,,,,,
"September 30, 2024",14.3,88.942,1354.96,50.36,0.443,0.567,33.27,0.594,,,,,,,,,,,,,
"October 01, 2024",17.1,59.794,676.605,24.101,0.261,0.796,47.553,0.127,,,,,,,,,,,,,
"October 02, 2024",20.5,118.743,792.37,40.554,0.343,0.735,78.629,0.428,,,,,,,,,,,,,
"October 03, 2024",14.2,133.084,1541.311,40.356,0.835,0.61,34.392,0.161,,,,,,,,,,,,,
"October 04, 2024",16.6,46.727,849.898,34.771,0.935,0.488,25.414,0.7,,,,,,,,,,,,,
"October 05, 2024",23.7,46.819,1520.745,57.317,0.186,0.133,20.326,0.759,,,,,,,,,,,,,
"October 06, 2024",5.9,25.867,907.204,53.1,0.373,0.261,33.829,0.106,,,,,,,,,,,,,
"October 07, 2024",11.3,137.824,1307.17,47.888,0.929,0.419,72.404,0.506,,,,,,,,,,,,,
"October 08, 2024",22.8,126.209,1363.566,48.573,0.062,0.599,47.73,0.815,,,,,,,,,,,,,
"October 09, 2024",27.4,95.941,1163.92,38.469,0.092,0.514,28.199,0.936,,,,,,,,,,,,,
"October 10, 2024",17.8,155.067,935.842,56.84,0.163,0.288,23.295,0.514,,,,,,,,,,,,,
"October 11, 2024",18.3,148.907,833.909,47.784,0.595,0.006,36.618,0.95,,,,,,,,,,,,,
"October 12, 2024",7.7,113.657,636.508,49.159,0.15,0.496,85.194,0.536,,,,,,,,,,,,,
"October 13, 2024",16.2,158.923,934.341,54.468,0.968,0.286,37.442,0.394,,,,,,,,,,,,,
"October 14, 2024",18.3,52.935,1318.479,30.963,0.447,0.735,89.05,0.848,,,,,,,,,,,,,
"October 15, 2024",11.1,37.907,1632.135,52.283,0.502,0.024,48.818,0.493,,,,,,,,,,,,,
"October 16, 2024",11.7,63.16,1558.325,27.81,0.247,0.585,24.333,0.472,,,,,,,,,,,,,
"October 17, 2024",14.4,29.134,1442.671,33.814,0.471,0.941,81.291,0.49,,,,,,,,,,,,,
"October 18, 2024",5.5,104.987,1467.292,33.424,0.662,0.174,46.828,0.847,,,,,,,,,,,,,
"October 19, 2024",13.1,169.857,1331.483,59.141,0.751,0.472,66.774,0.832,,,,,,,,,,,,,
"October 20, 2024",10.3,26.295,886.316,54.261,0.754,0.091,88.697,0.404,,,,,,,,,,,,,
"October 21, 2024",13.2,39.538,1597.915,48.047,0.578,0.626,14.014,0.333,,,,,,,,,,,,,
"October 22, 2024",8,92.352,1337.806,49.082,0.904,0.551,17.736,0.492,,,,,,,,,,,,,
"October 23, 2024",27.3,169.42,1216.485,42.483,0.817,0.407,67.637,0.573,,,,,,,,,,,,,
"October 24, 2024",19.8,70.585,722.088,57.884,0.757,0.521,32.546,0.238,,,,,,,,,,,,,
"October 25, 2024",22,101.158,1091.761,39.85,0.056,0.897,24.744,0.794,,,,,,,,,,,,,
"October 26, 2024",24.7,26.652,1106.394,35.221,0.007,0.196,13.149,0.486,,,,,,,,,,,,,
"October 27, 2024",17.5,43.735,1551.02,26.521,0.212,0.023,11.748,0.334,,,,,,,,,,,,,
"October 28, 2024",7.2,177.861,1201.313,51.448,0.664,0.862,71.959,0.107,,,,,,,,,,,,,
"October 29, 2024",18.4,174.419,1018.441,49.378,0.411,0.577,20.755,0.239,,,,,,,,,,,,,
"October 30, 2024",19.7,20.79,1674.48,35.374,0.402,0.891,47.418,0.949,,,,,,,,,,,,,
"October 31, 2024",23.6,172.29,721.793,21.008,0.885,0.597,58.472,0.305,,,,,,,,,,,,,
"November 01, 2024",15.8,122.259,1064.803,53.56,0.896,0.81,44.268,0.169,,,,,,,,,,,,,
"November 02, 2024",8.2,158.867,646.227,20.457,0.909,0.43,12.169,0.461,,,,,,,,,,,,,
"November 03, 2024",12.1,92.758,1413.895,48.148,0.314,0.75,72.68,0.307,,,,,,,,,,,,,
"November 04, 2024",14.1,102.495,1609.884,58.81,0.691,0.913,10.841,0.035,,,,,,,,,,,,,
"November 05, 2024",21.1,98.215,908.041,37.506,0.272,0.572,70.951,0.323,,,,,,,,,,,,,
"November 06, 2024",19.3,126.698,1544.176,29.399,0.191,0.181,81.464,0.544,,,,,,,,,,,,,
"November 07, 2024",13.9,42.344,921.44,48.195,0.185,0.269,44.627,0.552,,,,,,,,,,,,,
"November 08, 2024",29.7,24.796,1601.847,52.685,0.342,0.199,52.843,0.357,,,,,,,,,,,,,
"November 09, 2024",20.1,69.269,1429.358,41.857,0.43,0.247,48.159,0.447,,,,,,,,,,,,,
"November 10, 2024",10.9,132.749,1485.397,58.681,0.831,0.306,41.137,0.966,,,,,,,,,,,,,
"November 11, 2024",7.5,52.297,619.807,22.067,0.12,0.555,80.994,0.377,,,,,,,,,,,,,
"November 12, 2024",8.8,127.749,1659.091,40.192,0.735,0.588,81.515,0.258,,,,,,,,,,,,,
"November 13, 2024",11.1,175.186,1399.338,48.738,0.531,0.426,36.865,0.243,,,,,,,,,,,,,
"November 14, 2024",9,35.024,935.226,54.506,0.288,0.615,59.206,0.458,,,,,,,,,,,,,
"November 15, 2024",9.7,127.616,1512.334,27.17,0.493,0.082,84.153,0.76,,,,,,,,,,,,,
"November 16, 2024",12.1,91,909.673,52,0.3,0.088,86.965,0.206,,,,,,,,,,,,,
"November 17, 2024",9.3,158.903,1560.029,42.108,0.596,0.172,50.717,0.709,,,,,,,,,,,,,
"November 18, 2024",27.4,48.344,723.838,35.862,0.434,0.518,46.226,0.021,,,,,,,,,,,,,
"November 19, 2024",7,130.82,1374.055,25.269,0.164,0.214,32.296,0.419,,,,,,,,,,,,,
"November 20, 2024",18.1,154.098,1194.768,54.612,0.117,0.283,86.71,0.776,,,,,,,,,,,,,
"November 21, 2024",15.3,171.138,706.188,26.291,0.547,0.4,21.425,0.339,,,,,,,,,,,,,
"November 22, 2024",29.6,129.32,866.083,32.392,0.902,0.812,56.386,0.564,,,,,,,,,,,,,
"November 23, 2024",7.8,99.548,613.644,31.602,0.344,0.014,32.604,0.205,,,,,,,,,,,,,
"November 24, 2024",14.9,118.856,1115.645,54.857,0.733,0.649,32.321,0.742,,,,,,,,,,,,,
"November 25, 2024",29.2,159.025,931.392,46.908,0.659,0.669,42.397,0.052,,,,,,,,,,,,,
"November 26, 2024",26.6,111.298,1258.193,51.867,0.932,0.799,89.903,0.853,,,,,,,,,,,,,
"November 27, 2024",25.4,24.862,926.962,30.019,0.821,0.933,14.397,0.198,,,,,,,,,,,,,
"November 28, 2024",11.4,168.952,929.911,44.995,0.567,0.02,56.283,0.874,,,,,,,,,,,,,
"November 29, 2024",9.3,130.324,1417.513,42.87,0.657,0.154,16.606,0.353,,,,,,,,,,,,,
"November 30, 2024",21.7,128.242,652.957,53.313,0.898,0.886,22.362,0.723,,,,,,,,,,,,,
"December 01, 2024",28.2,54.508,1593.184,56.243,0.4,0.459,45.165,0.319,,,,,,,,,,,,,
"December 02, 2024",18.9,125.422,1537.49,20.486,0.327,0.565,50.837,0.906,,,,,,,,,,,,,
"December 03, 2024",19.3,83.018,1334.585,46.961,0.011,0.663,30.703,0.127,,,,,,,,,,,,,
"December 04, 2024",12,124.197,1252.544,22.073,0.827,0.679,35.317,0.179,,,,,,,,,,,,,
"December 05, 2024",24.2,37.055,1581.533,41.954,0.801,0.932,16.957,0.493,,,,,,,,,,,,,
"December 06, 2024",9.7,125.255,803.863,31.505,0.104,0.997,34.258,0.082,,,,,,,,,,,,,
"December 07, 2024",13.1,179.906,686.866,32.271,0.577,0.72,87.325,0.196,,,,,,,,,,,,,
"December 08, 2024",15.6,27.714,863.461,34.118,0.464,0.287,85.577,0.944,,,,,,,,,,,,,
"December 09, 2024",17.7,176.348,1474.036,44.852,0.119,0.88,36.79,0.976,,,,,,,,,,,,,
"December 10, 2024",11.1,85.105,638.137,33.362,0.981,0.049,55.668,0.376,,,,,,,,,,,,,
"December 11, 2024",7.9,159.321,1241.088,49.308,0.215,0.231,82.768,0.923,,,,,,,,,,,,,
"December 12, 2024",20.3,145.182,1694.981,36.181,0.067,0.897,10.495,0.545,,,,,,,,,,,,,
"December 13, 2024",12.2,110.723,1541.266,22.734,0.595,0.256,74.855,0.27,,,,,,,,,,,,,
"December 14, 2024",19.5,138.152,1173.59,51.35,0.739,0.221,85.87,0.702,,,,,,,,,,,,,
"December 15, 2024",8.9,160.562,670.005,31.43,0.032,0.138,17.306,0.659,,,,,,,,,,,,,
"December 16, 2024",17,84.662,1514.511,37.311,0.659,0.859,22.916,0.989,,,,,,,,,,,,,
"December 17, 2024",18.3,72.325,1258.876,47.418,0.532,0.5,86.86,0.265,,,,,,,,,,,,,
"December 18, 2024",6.3,126.815,726.426,33.298,0.103,0.675,53.003,0.672,,,,,,,,,,,,,
"December 19, 2024",13.4,149.255,703.243,22.263,0.173,0.239,11.136,0.052,,,,,,,,,,,,,
"December 20, 2024",8.4,141.966,1600.59,34.957,0.568,0.758,30.611,0.114,,,,,,,,,,,,,
"December 21, 2024",6.6,147.65,1336.12,57.778,0.296,0.76,45.995,0.004,,,,,,,,,,,,,
"December 22, 2024",29.7,89.693,1512.215,45.669,0.938,0.313,65.433,0.999,,,,,,,,,,,,,
"December 23, 2024",13.1,150.853,1566.877,46.859,0.819,0.411,68.653,0.802,,,,,,,,,,,,,
"December 24, 2024",25.2,39.233,1228.95,45.291,0.984,0.21,89.634,0.787,,,,,,,,,,,,,
"December 25, 2024",11.4,107.118,1169.191,27.96,0.26,0.977,33.001,0.51,,,,,,,,,,,,,
"December 26, 2024",22,20.921,1073.47,36.733,0.97,0.646,53.058,0.3,,,,,,,,,,,,,
"December 27, 2024",24,71.934,948.641,50.038,0.431,0.935,52.666,0.151,,,,,,,,,,,,,
"December 28, 2024",19.9,78.634,1078.056,24.055,0.348,0.303,42.452,0.285,,,,,,,,,,,,,
"December 29, 2024",16.8,83.388,1451.268,31.114,0.05,0.782,23.533,0.376,,,,,,,,,,,,,
"December 30, 2024",15.3,131.275,1262.116,31.053,0.053,0.766,88.197,0.756,,,,,,,,,,,,,
"December 31, 2024",13.7,82.169,1581.776,37.281,0.692,0.692,78.265,0.54,,,,,,,,,,,,,
"January 01, 2025",28.2,91.791,1087.718,59.215,0.458,0.966,49.867,0.077,,,,,,,,,,,,,
"January 02, 2025",25.8,58.007,1267.799,22.7,0.227,0.394,58.26,0.018,,,,,,,,,,,,,
"January 03, 2025",29.1,79.72,1294.438,40.748,0.614,0.131,28.181,0.102,,,,,,,,,,,,,
"January 04, 2025",8.1,56.363,1250.867,27.175,0.253,0.672,53.503,0.41,,,,,,,,,,,,,
"January 05, 2025",23.3,31.711,1372.897,58.827,0.578,0.729,65.598,0.933,,,,,,,,,,,,,
"January 06, 2025",28.5,116.552,861.177,24.532,0.359,0.575,51.213,0.637,,,,,,,,,,,,,
"January 07, 2025",9.5,126.914,1163.6,36.144,0.824,0.207,89.223,0.802,,,,,,,,,,,,,
"January 08, 2025",6.7,119.118,714.647,49.515,0.821,0.504,58.907,0.466,,,,,,,,,,,,,
"January 09, 2025",23.5,94.159,1022.962,48.182,0.477,0.312,39.678,0.362,,,,,,,,,,,,,
"January 10, 2025",19.4,80.766,1136.434,36.909,0.351,0.427,71.772,0.108,,,,,,,,,,,,,
"January 11, 2025",26,158.133,1317.447,33.861,0.363,0.645,23.637,0.876,,,,,,,,,,,,,
"January 12, 2025",8.5,103.053,1645.584,35.904,0.806,0.745,40.761,0.783,,,,,,,,,,,,,
"January 13, 2025",24.9,96.669,1260.716,30.571,0.328,0.232,37.757,0.168,,,,,,,,,,,,,
"January 14, 2025",10,24.103,1417.953,28.213,0.209,0.405,44.545,0.512,,,,,,,,,,,,,
"January 15, 2025",9.1,74.6,1156.893,39.322,0.085,0.269,72.542,0.487,,,,,,,,,,,,,
"January 16, 2025",9.1,80.831,1297.514,30.741,0.467,0.199,48.734,0.625,,,,,,,,,,,,,
"January 17, 2025",25.4,83.812,678.025,31.498,0.482,0.783,73.521,0.946,,,,,,,,,,,,,
"January 18, 2025",21.6,112.828,879.831,46.27,0.841,0.909,56.119,0.58,,,,,,,,,,,,,
"January 19, 2025",18.1,105.376,998.038,58.741,0.221,0.37,37.366,0.54,,,,,,,,,,,,,
"January 20, 2025",14,117.265,1119.743,44.145,0.381,0.751,74.798,0.05,,,,,,,,,,,,,
"January 21, 2025",26.9,142.381,650.214,23.079,0.808,0.897,29.063,0.063,,,,,,,,,,,,,
"January 22, 2025",14.8,150.078,754.027,23.023,0.824,0.846,27.951,0.187,,,,,,,,,,,,,
"January 23, 2025",25.4,134.9,904.496,58.057,0.385,0.183,50.36,0.032,,,,,,,,,,,,,
"January 24, 2025",16,172.884,1668.686,31.892,0.459,0.956,30.868,0.743,,,,,,,,,,,,,
"January 25, 2025",14.4,22.917,964.482,23.683,0.303,0.377,10.727,0.723,,,,,,,,,,,,,
"January 26, 2025",16.6,51.324,1130.245,43.962,0.933,0.339,61.864,0.136,,,,,,,,,,,,,
"January 27, 2025",12.5,21.21,815.707,44.946,0.119,0.062,50.888,0.836,,,,,,,,,,,,,
"January 28, 2025",23.7,123.596,1271.858,45.94,0.934,0.486,45.641,0.155,,,,,,,,,,,,,
"January 29, 2025",17.6,163.685,908.752,30.696,0.684,0.109,87.357,0.301,,,,,,,,,,,,,
"January 30, 2025",10.8,58.957,827.692,20.604,0.532,0.249,55.696,0.249,,,,,,,,,,,,,
"January 31, 2025",27.5,168.326,1168.23,58.601,0.033,0.317,79.075,0.372,,,,,,,,,,,,,
"February 01, 2025",14.6,29.643,606.056,30.036,0.476,0.809,21.156,0.255,,,,,,,,,,,,,
"February 02, 2025",18.6,169.51,608.43,47.041,0.408,0.875,55.537,0.489,,,,,,,,,,,,,
"February 03, 2025",27.7,76.26,840.976,48.265,0.161,0.302,79.438,0.407,,,,,,,,,,,,,
"February 04, 2025",20.6,36.227,640.393,44.4,0.656,0.859,56.648,0.987,,,,,,,,,,,,,
"February 05, 2025",7.9,97.739,718.828,32.516,0.971,0.857,67.441,0.056,,,,,,,,,,,,,
"February 06, 2025",28.5,61.084,972.747,30.844,0.562,0.765,39.763,0.142,,,,,,,,,,,,,
"February 07, 2025",20.7,65.58,1482.844,43.907,0.715,0.147,17.396,0.053,,,,,,,,,,,,,
"February 08, 2025",13.4,69.166,1229.254,54.644,0.068,0.69,46.632,0.626,,,,,,,,,,,,,
"February 09, 2025",8.5,148.484,1163.934,57.869,0.418,0.945,41.558,0.055,,,,,,,,,,,,,
"February 10, 2025",24.9,106.266,922.838,24.236,0.116,0.683,79.365,0.836,,,,,,,,,,,,,
"February 11, 2025",20.5,69.809,1624.929,26.193,0.613,0.332,29.52,0.512,,,,,,,,,,,,,
"February 12, 2025",18.3,117.653,1036.717,57.789,0.938,0.501,87.339,0.527,,,,,,,,,,,,,
"February 13, 2025",27.3,134.584,695.802,49.461,0.662,0.646,86.651,0.562,,,,,,,,,,,,,
"February 14, 2025",24.7,63.62,1278.773,55.32,0.077,0.511,29.811,0.171,,,,,,,,,,,,,
