Data from Daily Inventory of Electricity Consumption,,,,,,,,,,,,,,,
Date,Deep Well 1 (m³),Prime Water (m³),Deep Well 2 (m³),Deep Well 3 (m³),Deep Well 4 (m³),Total Water Consumption (m³),,,,,,,,,
"August 20, 2024",64.401,26.8356,13.1299,20.4141,7.595,132.3756,,,,,,,,,
"August 21, 2024",49.7785,27.5175,9.9468,23.0628,16.0289,126.3345,,,,,,,,,
"August 22, 2024",44.8625,15.543,8.1513,11.3659,7.8419,87.7646,,,,,,,,,
"August 23, 2024",54.002,11.9207,14.7171,34.327,15.0154,129.9822,,,,,,,,,
"August 24, 2024",42.2044,19.8088,14.3288,15.6531,2.5097,94.5048,,,,,,,,,
"August 25, 2024",37.2759,27.8091,16.6322,17.605,15.4554,114.7776,,,,,,,,,
"August 26, 2024",38.8664,10.2666,18.6831,17.5986,4.7387,90.1534,,,,,,,,,
"August 27, 2024",38.8414,20.5742,8.9529,15.7604,13.5479,97.6768,,,,,,,,,
"August 28, 2024",39.5571,20.789,16.778,10.0368,11.3156,98.4765,,,,,,,,,
"August 29, 2024",39.1648,23.3278,10.2489,28.2336,18.5829,119.558,,,,,,,,,
"August 30, 2024",54.2262,8.2892,18.2981,34.1711,7.7465,122.7311,,,,,,,,,
"August 31, 2024",40.4564,22.8956,17.8288,15.6073,1.3233,98.1114,,,,,,,,,
"September 01, 2024",45.37,27.7258,14.4895,26.5762,0.3831,114.5446,,,,,,,,,
"September 02, 2024",61.9037,9.4921,16.5229,28.5474,16.5372,133.0033,,,,,,,,,
"September 03, 2024",49.2188,10.9386,11.7722,31.2106,10.4947,113.6349,,,,,,,,,
"September 04, 2024",55.0267,29.2849,13.654,20.5657,15.5049,134.0362,,,,,,,,,
"September 05, 2024",40.1696,9.5244,17.8596,17.5733,4.6885,89.8154,,,,,,,,,
"September 06, 2024",40.7687,26.3596,13.5112,18.1324,6.9017,105.6736,,,,,,,,,
"September 07, 2024",36.2261,17.3069,12.2936,27.8155,0.6021,94.2442,,,,,,,,,
"September 08, 2024",40.0681,11.1808,13.9305,30.4195,19.2298,114.8287,,,,,,,,,
"September 09, 2024",43.3577,26.7687,17.939,14.5403,13.3574,115.9631,,,,,,,,,
"September 10, 2024",40.3103,16.1326,12.0225,19.2735,18.6641,106.403,,,,,,,,,
"September 11, 2024",37.6611,17.8704,10.0851,32.5485,5.3099,103.475,,,,,,,,,
"September 12, 2024",38.6191,13.9808,16.5442,30.1673,12.2293,111.5407,,,,,,,,,
"September 13, 2024",48.8234,19.8238,17.9117,34.6215,13.57,134.7504,,,,,,,,,
"September 14, 2024",41.19,9.0881,9.2076,28.8562,6.351,94.6929,,,,,,,,,
"September 15, 2024",45.9281,14.777,10.8785,19.8299,16.9622,108.3757,,,,,,,,,
"September 16, 2024",50.1025,29.2353,9.7037,24.7659,18.9432,132.7506,,,,,,,,,
"September 17, 2024",55.7118,11.4533,12.1753,26.5254,17.6971,123.5629,,,,,,,,,
"September 18, 2024",36.1794,21.4184,13.4042,11.9614,14.7813,97.7447,,,,,,,,,
"September 19, 2024",58.9823,13.1298,16.9859,23.6124,5.5493,118.2597,,,,,,,,,
"September 20, 2024",53.837,24.3368,15.8138,27.733,5.6323,127.3529,,,,,,,,,
"September 21, 2024",37.4528,8.2718,15.4511,14.183,19.2672,94.6259,,,,,,,,,
"September 22, 2024",61.2074,29.2455,12.2285,29.5158,0.2057,132.4029,,,,,,,,,
"September 23, 2024",62.6262,16.3447,18.0974,24.5943,14.321,135.9836,,,,,,,,,
"September 24, 2024",36.8323,10.9013,13.6554,33.8055,14.1249,109.3194,,,,,,,,,
"September 25, 2024",43.3063,6.8374,19.7493,11.0606,12.4538,93.4074,,,,,,,,,
"September 26, 2024",59.186,9.2439,15.6097,16.6332,19.8022,120.475,,,,,,,,,
"September 27, 2024",57.4478,17.9943,9.5152,25.0388,6.2376,116.2337,,,,,,,,,
"September 28, 2024",40.5356,13.4251,16.1141,17.414,6.7994,94.2882,,,,,,,,,
"September 29, 2024",41.2805,25.7221,11.9012,27.8606,1.5788,108.3432,,,,,,,,,
"September 30, 2024",46.1142,15.7722,16.2359,28.9751,8.856,115.9534,,,,,,,,,
"October 01, 2024",49.5357,11.2179,8.8357,12.5629,5.221,87.3732,,,,,,,,,
"October 02, 2024",53.5476,20.4286,10.0986,22.8464,6.8677,113.7889,,,,,,,,,
"October 03, 2024",46.0674,22.6694,18.2688,22.7223,16.6914,126.4193,,,,,,,,,
"October 04, 2024",48.876,9.176,10.7262,19.232,18.7097,106.7199,,,,,,,,,
"October 05, 2024",57.4241,9.1905,18.0445,33.3231,3.7147,121.6969,,,,,,,,,
"October 06, 2024",36.1005,5.9168,11.3513,30.6877,7.4502,91.5065,,,,,,,,,
"October 07, 2024",42.5731,23.4101,15.7146,27.4302,18.5726,127.7006,,,,,,,,,
"October 08, 2024",56.4005,21.5951,16.3298,27.8582,1.2362,123.4198,,,,,,,,,
"October 09, 2024",61.8562,16.8658,14.1519,21.5429,1.8472,116.264,,,,,,,,,
"October 10, 2024",50.3503,26.1043,11.6637,33.0249,3.2558,124.399,,,,,,,,,
"October 11, 2024",50.9634,25.1418,10.5517,27.3649,11.9043,125.9261,,,,,,,,,
"October 12, 2024",38.2152,19.6339,8.3983,28.2245,3.0094,97.4813,,,,,,,,,
"October 13, 2024",48.4224,26.7068,11.6474,31.5423,19.3615,137.6804,,,,,,,,,
"October 14, 2024",50.9785,10.146,15.838,16.8518,8.9343,102.7486,,,,,,,,,
"October 15, 2024",42.2741,7.798,19.2597,30.1768,10.0304,109.539,,,,,,,,,
"October 16, 2024",43.0773,11.7437,18.4545,14.881,4.9332,93.0897,,,,,,,,,
"October 17, 2024",46.3185,6.4272,17.1928,18.6335,9.4192,97.9912,,,,,,,,,
"October 18, 2024",35.6021,18.2792,17.4614,18.3903,13.2383,102.9713,,,,,,,,,
"October 19, 2024",44.6624,28.4151,15.9798,34.4631,15.0235,138.5439,,,,,,,,,
"October 20, 2024",41.3434,5.9836,11.1234,31.4134,15.0774,104.9412,,,,,,,,,
"October 21, 2024",44.8249,8.0527,18.8863,27.5292,11.5578,110.8509,,,,,,,,,
"October 22, 2024",38.5929,16.305,16.0488,28.1764,18.0872,117.2103,,,,,,,,,
"October 23, 2024",61.7158,28.3469,14.7253,24.0518,16.3482,145.188,,,,,,,,,
"October 24, 2024",52.8078,12.9039,9.3319,33.6773,15.141,123.8619,,,,,,,,,
"October 25, 2024",55.3731,17.6809,13.3647,22.4065,1.1121,109.9373,,,,,,,,,
"October 26, 2024",58.6751,6.0393,13.5243,19.5129,0.1376,97.8892,,,,,,,,,
"October 27, 2024",49.9533,8.7086,18.3748,14.0759,4.2489,95.3615,,,,,,,,,
"October 28, 2024",37.6076,29.6658,14.5598,29.6551,13.2705,124.7588,,,,,,,,,
"October 29, 2024",51.1132,29.128,12.5648,28.3611,8.2239,129.391,,,,,,,,,
"October 30, 2024",52.6052,5.1235,19.7216,19.6089,8.0481,105.1073,,,,,,,,,
"October 31, 2024",57.3632,28.7953,9.3286,10.6298,17.6917,123.8086,,,,,,,,,
"November 01, 2024",47.9498,20.978,13.0706,30.9749,17.9113,130.8846,,,,,,,,,
"November 02, 2024",38.8274,26.698,8.5043,10.2854,18.1835,102.4986,,,,,,,,,
"November 03, 2024",43.5133,16.3685,16.8788,27.5925,6.2776,110.6307,,,,,,,,,
"November 04, 2024",45.8925,17.8899,19.0169,34.2564,13.8211,130.8768,,,,,,,,,
"November 05, 2024",54.3775,17.2212,11.3604,20.9415,5.4327,109.3333,,,,,,,,,
"November 06, 2024",52.1233,21.6716,18.3001,15.8743,3.8122,111.7815,,,,,,,,,
"November 07, 2024",45.6829,8.4913,11.5066,27.6218,3.6926,96.9952,,,,,,,,,
"November 08, 2024",64.5955,5.7493,18.9292,30.4282,6.8422,126.5444,,,,,,,,,
"November 09, 2024",53.1732,12.6982,17.0475,23.6608,8.5992,115.1789,,,,,,,,,
"November 10, 2024",42.1168,22.617,17.6589,34.1759,16.619,133.1876,,,,,,,,,
"November 11, 2024",38.0535,10.0463,8.2161,11.2917,2.3978,70.0054,,,,,,,,,
"November 12, 2024",39.5858,21.8358,19.5537,22.6199,14.6985,118.2937,,,,,,,,,
"November 13, 2024",42.3787,29.2478,16.7201,27.9613,10.6291,126.937,,,,,,,,,
"November 14, 2024",39.8204,7.3475,11.657,31.566,5.7589,96.1498,,,,,,,,,
"November 15, 2024",40.597,21.8151,17.9527,14.4814,9.8564,104.7026,,,,,,,,,
"November 16, 2024",43.5529,16.0938,11.3783,30.0001,5.9988,107.0239,,,,,,,,,
"November 17, 2024",40.2012,26.7036,18.473,23.8177,11.9216,121.1171,,,,,,,,,
"November 18, 2024",61.903,9.4287,9.351,19.9138,8.6769,109.2734,,,,,,,,,
"November 19, 2024",37.407,22.3156,16.4442,13.2929,3.2881,92.7478,,,,,,,,,
"November 20, 2024",50.7353,25.9529,14.4884,31.6324,2.3317,125.1407,,,,,,,,,
"November 21, 2024",47.3119,28.6154,9.1584,13.9318,10.9339,109.9514,,,,,,,,,
"November 22, 2024",64.4714,22.0812,10.9027,17.7447,18.0483,133.2483,,,,,,,,,
"November 23, 2024",38.3612,17.4294,8.1488,17.2511,6.8792,88.0697,,,,,,,,,
"November 24, 2024",46.9357,20.4462,13.6252,31.7854,14.66,127.4525,,,,,,,,,
"November 25, 2024",64.0841,26.7226,11.6152,26.8176,13.1732,142.4127,,,,,,,,,
"November 26, 2024",60.9652,19.2652,15.1803,29.917,18.6311,143.9588,,,,,,,,,
"November 27, 2024",59.5122,5.7597,11.5669,16.2617,16.4196,109.5201,,,,,,,,,
"November 28, 2024",42.7371,28.2737,11.599,25.6219,11.3321,119.5638,,,,,,,,,
"November 29, 2024",40.1266,22.2382,16.9183,24.2936,13.1406,116.7173,,,,,,,,,
"November 30, 2024",55.0593,21.9128,8.5777,30.8208,17.9677,134.3383,,,,,,,,,
"December 01, 2024",62.8813,10.3919,18.8347,32.6522,7.9904,132.7505,,,,,,,,,
"December 02, 2024",51.7029,21.4721,18.2272,10.3039,6.5359,108.242,,,,,,,,,
"December 03, 2024",52.1484,14.8466,16.0137,26.8505,0.2162,110.0754,,,,,,,,,
"December 04, 2024",43.3994,21.2808,15.1187,11.2959,16.531,107.6258,,,,,,,,,
"December 05, 2024",58.0848,7.6648,18.7076,23.7215,16.0196,124.1983,,,,,,,,,
"December 06, 2024",40.6113,21.4461,10.224,17.1908,2.0891,91.5613,,,,,,,,,
"December 07, 2024",44.7104,29.9853,8.9476,17.6694,11.5371,112.8498,,,,,,,,,
"December 08, 2024",47.7631,6.2053,10.8741,18.824,9.2796,92.9461,,,,,,,,,
"December 09, 2024",50.2283,29.4294,17.5349,25.5323,2.3742,125.0991,,,,,,,,,
"December 10, 2024",42.2723,15.1727,8.416,18.3512,19.6114,103.8236,,,,,,,,,
"December 11, 2024",38.4451,26.7688,14.9937,28.3175,4.2939,112.819,,,,,,,,,
"December 12, 2024",53.3186,24.5596,19.9453,20.1132,1.3447,119.2814,,,,,,,,,
"December 13, 2024",43.6589,19.1754,18.2684,11.7088,11.8969,104.7084,,,,,,,,,
"December 14, 2024",52.4371,23.4612,14.2573,29.594,14.7773,134.5269,,,,,,,,,
"December 15, 2024",39.6309,26.9629,8.7637,17.144,0.6489,93.1504,,,,,,,,,
"December 16, 2024",49.4342,15.1035,17.9765,20.8192,13.1744,116.5078,,,,,,,,,
"December 17, 2024",50.9777,13.1758,15.1877,27.1361,10.6458,117.1231,,,,,,,,,
"December 18, 2024",36.5547,21.6898,9.3792,18.3114,2.0653,88.0004,,,,,,,,,
"December 19, 2024",45.0981,25.1961,9.1263,11.4146,3.4505,94.2856,,,,,,,,,
"December 20, 2024",39.0324,24.0571,18.9155,19.348,11.3595,112.7125,,,,,,,,,
"December 21, 2024",36.9012,24.9453,16.0304,33.6112,5.9272,117.4153,,,,,,,,,
"December 22, 2024",64.6988,15.8896,17.9514,26.0434,18.7663,143.3495,,,,,,,,,
"December 23, 2024",44.6706,25.4459,18.5477,26.787,16.3748,131.826,,,,,,,,,
"December 24, 2024",59.2962,8.0052,14.8613,25.8071,19.6713,127.6411,,,,,,,,,
"December 25, 2024",42.6392,18.6122,14.2094,14.9748,5.1934,95.629,,,,,,,,,
"December 26, 2024",55.4451,5.144,13.1651,20.4583,19.3945,113.607,,,,,,,,,
"December 27, 2024",57.8068,13.1146,11.8034,28.7735,8.6247,120.123,,,,,,,,,
"December 28, 2024",52.8692,14.1615,13.2152,12.5343,6.9504,99.7306,,,,,,,,,
"December 29, 2024",49.1473,14.9043,17.2866,16.9463,1.007,99.2915,,,,,,,,,
"December 30, 2024",47.3552,22.3867,15.2231,16.908,1.0553,102.9283,,,,,,,,,
"December 31, 2024",45.466,14.714,18.7103,20.8005,13.8402,113.531,,,,,,,,,
"January 01, 2025",62.8859,16.2173,13.3206,34.5092,9.1586,136.0916,,,,,,,,,
"January 02, 2025",59.9186,10.9386,15.2851,11.6876,4.5304,102.3603,,,,,,,,,
"January 03, 2025",63.9508,14.3313,15.5757,22.9675,12.2794,129.1047,,,,,,,,,
"January 04, 2025",38.7289,10.6817,15.1004,14.4841,5.0572,84.0523,,,,,,,,,
"January 05, 2025",56.926,6.8299,16.4316,34.2669,11.5526,126.007,,,,,,,,,
"January 06, 2025",63.1502,20.0862,10.8492,12.8326,7.1842,114.1024,,,,,,,,,
"January 07, 2025",40.437,21.7053,14.1484,20.09,16.471,112.8517,,,,,,,,,
"January 08, 2025",36.9949,20.4873,9.2507,28.4471,16.4139,111.5939,,,,,,,,,
"January 09, 2025",57.2336,16.5874,12.6141,27.6139,9.547,123.596,,,,,,,,,
"January 10, 2025",52.2342,14.4946,13.852,20.5682,7.0164,108.1654,,,,,,,,,
"January 11, 2025",60.2549,26.5833,15.8267,18.6631,7.2512,128.5792,,,,,,,,,
"January 12, 2025",39.1932,17.977,19.4064,19.9403,16.1143,112.6312,,,,,,,,,
"January 13, 2025",58.858,16.9795,15.2078,16.6069,6.5636,114.2158,,,,,,,,,
"January 14, 2025",41.0488,5.6411,16.9231,15.1333,4.1812,82.9275,,,,,,,,,
"January 15, 2025",39.9097,13.5312,14.0752,22.076,1.6938,91.2859,,,,,,,,,
"January 16, 2025",39.928,14.5049,15.6092,16.7133,9.3339,96.0893,,,,,,,,,
"January 17, 2025",59.4372,14.9706,8.8512,17.1865,9.6426,110.0881,,,,,,,,,
"January 18, 2025",54.9559,19.5043,11.0527,26.4189,16.8182,128.75,,,,,,,,,
"January 19, 2025",50.692,18.3401,12.3422,34.2134,4.4248,120.0125,,,,,,,,,
"January 20, 2025",45.7649,20.1976,13.6699,25.0909,7.6198,112.3431,,,,,,,,,
"January 21, 2025",61.316,24.1221,8.5478,11.9245,16.1681,122.0785,,,,,,,,,
"January 22, 2025",46.7734,25.3246,9.6803,11.8896,16.4725,110.1404,,,,,,,,,
"January 23, 2025",59.498,22.9531,11.3218,33.7856,7.6922,135.2507,,,,,,,,,
"January 24, 2025",48.174,28.8881,19.6584,17.4323,9.1825,123.3353,,,,,,,,,
"January 25, 2025",46.3083,5.4558,11.9762,12.3017,6.0657,82.1077,,,,,,,,,
"January 26, 2025",48.8804,9.8944,13.7845,24.9761,18.6511,116.1865,,,,,,,,,
"January 27, 2025",44.0413,5.1891,10.3532,25.5912,2.3729,87.5477,,,,,,,,,
"January 28, 2025",57.4283,21.1869,15.3294,26.2126,18.675,138.8322,,,,,,,,,
"January 29, 2025",50.0816,27.4508,11.3682,16.6851,13.6773,119.263,,,,,,,,,
"January 30, 2025",41.9664,11.0871,10.4839,10.3778,10.6314,84.5466,,,,,,,,,
"January 31, 2025",61.9872,28.1759,14.1989,34.1254,0.6532,139.1406,,,,,,,,,
"February 01, 2025",46.5167,6.5067,8.0661,16.2723,9.5119,86.8737,,,,,,,,,
"February 02, 2025",51.3066,28.3609,8.092,26.9007,8.155,122.8152,,,,,,,,,
"February 03, 2025",62.1942,13.7906,10.6288,27.6657,3.2244,117.5037,,,,,,,,,
"February 04, 2025",53.7271,7.5355,8.4407,25.2502,13.1282,108.0817,,,,,,,,,
"February 05, 2025",38.5069,17.1468,9.2963,17.8227,19.423,102.1957,,,,,,,,,
"February 06, 2025",63.195,11.4194,12.0663,16.7774,11.2438,114.7019,,,,,,,,,
"February 07, 2025",53.8312,12.1218,17.631,24.9417,14.2951,122.8208,,,,,,,,,
"February 08, 2025",45.0472,12.6822,14.8646,31.6524,1.369,105.6154,,,,,,,,,
"February 09, 2025",39.1782,25.0756,14.152,33.6683,8.3533,120.4274,,,,,,,,,
"February 10, 2025",58.8208,18.479,11.5219,12.6476,2.3272,103.7965,,,,,,,,,
"February 11, 2025",53.6022,12.7827,19.181,13.8707,12.2559,111.6925,,,,,,,,,
"February 12, 2025",51.0038,20.2583,12.7642,33.6184,18.7696,136.4143,,,,,,,,,
"February 13, 2025",61.8168,22.9038,9.0451,28.4134,13.2356,135.4147,,,,,,,,,
"February 14, 2025",58.6579,11.8156,15.4048,32.0748,1.5361,119.4892,,,,,,,,,
"February 15, 2025",39.5502,15.3387,9.3661,15.0658,7.0933,86.4141,,,,,,,,,
"February 16, 2025",44.3517,8.0472,12.1427,24.6896,11.0133,100.2445,,,,,,,,,
"February 17, 2025",42.4547,9.5287,14.0889,27.5285,8.0642,101.665,,,,,,,,,
"February 18, 2025",57.3184,22.0279,18.4907,27.0028,16.6729,141.5127,,,,,,,,,
"February 19, 2025",36.006,9.536,13.9226,20.2038,16.2934,95.9618,,,,,,,,,
"February 20, 2025",52.0967,18.1291,16.4271,10.3849,12.2366,109.2744,,,,,,,,,
"February 21, 2025",57.8738,22.7262,19.9138,24.5732,7.4692,132.5562,,,,,,,,,
"February 22, 2025",61.303,7.6719,9.5779,16.3275,5.1067,99.987,,,,,,,,,
"February 23, 2025",45.2625,19.1828,11.2968,21.2564,2.1175,99.116,,,,,,,,,
"February 24, 2025",59.6377,11.4141,12.7349,33.9395,7.098,124.8242,,,,,,,,,
"February 25, 2025",38.319,29.0732,13.0619,19.9759,8.2635,108.6935,,,,,,,,,
"February 26, 2025",60.3936,17.0886,12.9323,30.995,13.5165,134.926,,,,,,,,,
"February 27, 2025",38.8247,25.1498,18.8913,14.7135,13.1632,110.7425,,,,,,,,,
"February 28, 2025",46.9186,18.7557,16.5684,26.8115,1.4022,110.4564,,,,,,,,,
"March 01, 2025",42.5302,23,11.3547,25.8159,0,102.7008,,,,,,,,,
"March 02, 2025",44.6389,7.87,6.1938,25.8159,13.4859,98.0045,,,,,,,,,
"March 03, 2025",42.3744,17.89,11.3654,32.287,6.2882,110.205,,,,,,,,,
"March 04, 2025",42.8126,20.34,14.6607,12.1858,0.12,90.1191,,,,,,,,,
"March 05, 2025",47.424,19.54,19.7646,32.0478,9.9173,128.6937,,,,,,,,,
"March 06, 2025",51.3158,31.44,25.6767,27.647,13.0296,149.1091,,,,,,,,,
"March 07, 2025",40.4138,27.65,22.3272,25.8952,15.4392,131.7254,,,,,,,,,
"March 08, 2025",43.3371,8.245,10.3668,25.8952,3.8231,91.6672,,,,,,,,,
"March 09, 2025",43.3371,8.245,10.3668,25.8952,3.8231,91.6672,,,,,,,,,
"March 10, 2025",55.0021,12.98,12.3436,11.5634,14.9766,103.7342,,,,,,,,,
"March 11, 2025",52.4572,16.45,14.5198,39.8925,32.0883,123.3195,,,,,,,,,
"March 12, 2025",56.7068,15.02,12.2686,19.6475,3.324,112.0983,,,,,,,,,
"March 13, 2025",55.6774,13.55,12.2452,33.1393,18.6223,133.2342,,,,,,,,,
"March 14, 2025",51.5288,14.58,12.4569,25.3717,0,103.9374,,,,,,,,,
"March 15, 2025",53.3657,20.31,9.5908,25.3717,5.5539,114.192,,,,,,,,,
"March 16, 2025",53.3657,20.31,9.5908,25.3717,5.5539,114.192,,,,,,,,,
"March 17, 2025",51.1029,22.09,10.9798,26.2904,22.4824,132.9455,,,,,,,,,
"March 18, 2025",57.9501,15.15,17.1039,29.987,0,120.191,,,,,,,,,
"March 19, 2025",54.624,14.04,16.0175,21.2341,14.9766,120.8922,,,,,,,,,
"March 20, 2025",63.0392,14.69,17.1321,21.7793,32.0883,148.7289,,,,,,,,,
"March 21, 2025",46.8152,15.37,22.5321,3.5033,3.324,91.5446,,,,,,,,,
"March 22, 2025",44.184,25.66,12.3542,3.5033,0,85.7015,,,,,,,,,
"March 23, 2025",46.1583,6.98,16.5021,3.5033,0.6767,73.8204,,,,,,,,,
"March 24, 2025",49.3889,13.38,12.5484,11.8451,0.0111,75.3284,,,,,,,,,
"March 25, 2025",50.1549,14.54,15.3225,0,4.0309,135.6555,,,,,,,,,
"March 26, 2025",47.0858,12.79,14.5297,8.4554,19.2468,119.1209,,,,,,,,,
"March 27, 2025",47.1479,18.47,22.7104,18.6223,5.3477,117.5067,,,,,,,,,
"March 28, 2025",42.7662,16.7,36.5528,0,15.6301,111.6491,,,,,,,,,
"March 29, 2025",38.7568,21.23,17.405,0.9872,0,77.3918,,,,,,,,,
"March 30, 2025",41.0339,12.86,11.7931,0,0,66.6742,,,,,,,,,
"March 31, 2025",40.0293,19.63,23.4755,0,0,83.1348,,,,,,,,,
